Price for 2,Dining Rating,Dining Rating Count,Location,Cuisine
350,,Not enough Dining Reviews,Medavakkam,"Biryani,  Lebanese"
300,,Not enough Dining Reviews,Sholinganallur,"Fast Food,  Arabian,  Chinese"
150,,Not enough Dining Reviews,Vadapalani,"North Indian,  South Indian"
400,,Not enough Dining Reviews,Avadi,"Fast Food,  Beverages"
500,,Does not offer Dining,Perungudi,"North Indian,  Chinese,  Arabian,  Seafood"
300,,Not enough Dining Reviews,Porur,"North Indian,  Chinese,  Fast Food"
150,,Not enough Dining Reviews,Vadapalani,South Indian
200,,Not enough Dining Reviews,Taramani,Fast Food
200,,Not enough Dining Reviews,Nungambakkam,Tibetan
100,,Does not offer Dining,Anna Nagar West,Street Food
300,,Does not offer Dining,Purasavakkam,South Indian
150,,Not enough Dining Reviews,Ekkaduthangal,"Fast Food,  Beverages"
300,,Not enough Dining Reviews,GST Road,"South Indian,  Chinese"
150,,Not enough Dining Reviews,Thiruvanmiyur,South Indian
200,,Not enough Dining Reviews,Royapuram,"Arabian,  Chinese"
250,,Not enough Dining Reviews,Poonamalle,"Sandwich,  Burger"
250,,Not enough Dining Reviews,Adyar,"Mithai,  Street Food,  Sandwich,  Beverages,  Fast Food"
250,,Not enough Dining Reviews,Mogappair,"Fast Food,  South Indian"
500,,Does not offer Dining,Alwarpet,Fast Food
300,,Not enough Dining Reviews,Selaiyur,Bakery
300,,Does not offer Dining,Thuraipakkam,North Indian
200,,Not enough Dining Reviews,Ramapuram,South Indian
200,,Does not offer Dining,Adyar,"Bakery,  Desserts"
200,,Not enough Dining Reviews,Adyar,South Indian
300,,Not enough Dining Reviews,GST Road,Chinese
500,,Not enough Dining Reviews,Porur,"North Indian,  Chinese,  South Indian"
300,,Not enough Dining Reviews,Mylapore,"Beverages,  Desserts,  Sandwich,  Fast Food"
200,,Not enough Dining Reviews,Ashok Nagar,Juices
350,,,Kilpauk,"Street Food,  North Indian"
150,,Not enough Dining Reviews,Vadapalani,South Indian
400,,Not enough Dining Reviews,Ramapuram,"Kebab,  Middle Eastern"
350,,Does not offer Dining,Porur,Bakery
300,,Not enough Dining Reviews,Egmore,"North Indian,  South Indian,  Chinese"
300,,Does not offer Dining,Saligramam,"Biryani,  South Indian"
150,,Not enough Dining Reviews,Perungudi,"South Indian,  Street Food,  Beverages"
450,,Not enough Dining Reviews,Ambattur,"Chinese,  North Indian,  Continental"
250,,Does not offer Dining,Velachery,"Sandwich,  Burger"
400,,Not enough Dining Reviews,Virugambakkam,"Beverages,  Fast Food"
350,,Does not offer Dining,Navallur,"North Indian,  Mughlai,  Seafood,  Kebab,  Chinese"
300,,Not enough Dining Reviews,K.K. Nagar,"Biryani,  Fast Food"
150,,Does not offer Dining,Ramapuram,"South Indian,  Chinese"
150,,Not enough Dining Reviews,Avadi,South Indian
300,,Not enough Dining Reviews,Neelangarai,"Sandwich,  Beverages,  Fast Food"
250,,Not enough Dining Reviews,Nungambakkam,South Indian
200,,Not enough Dining Reviews,Porur,South Indian
400,,Not enough Dining Reviews,Perungudi,"Biryani,  Chinese,  Kebab"
300,,Not enough Dining Reviews,Perungudi,"South Indian,  Chinese,  Biryani"
300,,Does not offer Dining,Adyar,"Italian,  Continental"
500,,Does not offer Dining,Tiruvottiyur,"Sandwich,  Beverages"
300,,Does not offer Dining,Teynampet,"Chinese,  Fast Food"
200,,Not enough Dining Reviews,Padur,"South Indian,  North Indian,  Chinese"
400,,Not enough Dining Reviews,Park Town,"North Indian,  Chinese"
300,,Not enough Dining Reviews,GST Road,"North Indian,  Chinese"
400,,Not enough Dining Reviews,Gopalapuram,"Juices,  Beverages,  Fast Food,  Salad"
200,,Not enough Dining Reviews,Purasavakkam,"North Indian,  Chinese,  Biryani"
200,,Not enough Dining Reviews,Virugambakkam,Fast Food
100,,Not enough Dining Reviews,Ambattur,Beverages
250,,Not enough Dining Reviews,GST Road,"Beverages,  Desserts,  Fast Food"
150,,Not enough Dining Reviews,Selaiyur,South Indian
250,,Not enough Dining Reviews,Mylapore,South Indian
400,,Not enough Dining Reviews,Thuraipakkam,"Chinese,  North Indian"
150,,Not enough Dining Reviews,"Spencer Plaza Mall, Thousand Lights","Street Food,  Beverages"
400,,Not enough Dining Reviews,Royapettah,"Chinese,  North Indian,  Beverages"
200,,Not enough Dining Reviews,Kilpauk,"Beverages,  South Indian,  Sandwich"
500,,Does not offer Dining,Chetpet,Desserts
150,,Does not offer Dining,Perambur,South Indian
100,,Does not offer Dining,Medavakkam,North Indian
100,,Does not offer Dining,Chengalpattu,"Beverages,  Fast Food"
300,,Not enough Dining Reviews,Anna Nagar West,Chinese
200,,Does not offer Dining,Mogappair,BBQ
300,,Not enough Dining Reviews,Valasaravakkam,"Juices,  Fast Food"
300,,Not enough Dining Reviews,Velachery,"Fast Food,  Beverages"
1200,,Not enough Dining Reviews,Triplicane,Biryani
400,,Does not offer Dining,Kandanchavadi,"Pizza,  Fast Food"
200,,Not enough Dining Reviews,RA Puram,"Chinese,  South Indian"
300,,Does not offer Dining,RA Puram,South Indian
200,,Not enough Dining Reviews,Ambattur,Ice Cream
300,,Not enough Dining Reviews,Sholinganallur,"Chinese,  North Indian,  South Indian,  Beverages"
400,,Not enough Dining Reviews,Kanathur,South Indian
250,,Does not offer Dining,Chetpet,South Indian
150,,Not enough Dining Reviews,Porur,"Arabian,  Rolls,  Street Food,  Wraps"
150,,Not enough Dining Reviews,Potheri,"Beverages,  Ice Cream,  Fast Food"
150,,Not enough Dining Reviews,Velachery,South Indian
300,,Not enough Dining Reviews,T. Nagar,"Mughlai,  South Indian"
150,,Not enough Dining Reviews,Madipakkam,Fast Food
350,,Not enough Dining Reviews,T. Nagar,"South Indian,  Fast Food"
200,,Not enough Dining Reviews,GST Road,"Chinese,  South Indian"
450,,Not enough Dining Reviews,RA Puram,"Chinese,  North Indian"
200,,Not enough Dining Reviews,Avadi,Burmese
150,,Not enough Dining Reviews,Porur,"Sandwich,  Fast Food,  Beverages"
350,,Not enough Dining Reviews,Ashok Nagar,"Biryani,  North Indian"
300,,Does not offer Dining,Perambur,"Fast Food,  Beverages"
250,,Not enough Dining Reviews,Anna Nagar West,"Sandwich,  Burger,  Fast Food"
300,,,Mogappair,"Pizza,  Burger,  Fast Food,  Beverages"
300,,Does not offer Dining,T. Nagar,Andhra
400,,Does not offer Dining,Perungudi,"North Indian,  Biryani"
200,,Not enough Dining Reviews,K.K. Nagar,"Fast Food,  Beverages"
400,,Does not offer Dining,T. Nagar,Malwani
350,,Does not offer Dining,Navallur,"Andhra,  South Indian,  North Indian,  Chinese"
450,,Not enough Dining Reviews,Tambaram,"Chinese,  North Indian,  Mughlai"
300,,Not enough Dining Reviews,Kodambakkam,"Sandwich,  Burger,  Beverages"
300,,Not enough Dining Reviews,Nungambakkam,"North Indian,  Chinese"
650,,Not enough Dining Reviews,Injambakkam,"North Indian,  Seafood"
250,,Not enough Dining Reviews,Mogappair,"Bakery,  Fast Food"
300,,Not enough Dining Reviews,Navallur,"Chinese,  Biryani"
250,,Does not offer Dining,Thuraipakkam,South Indian
250,,Not enough Dining Reviews,Kanchipuram District,"Biryani,  Seafood,  North Indian"
400,,Not enough Dining Reviews,Pallikaranai,"North Indian,  Chinese,  Mughlai"
400,,Not enough Dining Reviews,Royapettah,"Biryani,  Rolls"
150,,Does not offer Dining,Chengalpattu,"South Indian,  Desserts,  Beverages"
350,,Not enough Dining Reviews,Nanganallur,"Biryani,  Chinese"
200,,Not enough Dining Reviews,Porur,South Indian
300,,Does not offer Dining,Kanchipuram District,"Momos,  Fast Food"
1500,,Not enough Dining Reviews,Injambakkam,"Italian,  Finger Food,  Continental,  North Indian"
500,,Not enough Dining Reviews,Porur,"Fast Food,  Beverages"
350,,Not enough Dining Reviews,Kotturpuram,"Arabian,  Biryani,  Chinese,  North Indian"
200,,Not enough Dining Reviews,Ashok Nagar,"Street Food,  North Indian"
250,,Not enough Dining Reviews,Kanchipuram District,Juices
250,,Not enough Dining Reviews,Pallavaram,Biryani
400,,Not enough Dining Reviews,Ambattur,"BBQ,  Biryani,  Chinese"
300,,Not enough Dining Reviews,Porur,"Rolls,  North Indian"
400,,Not enough Dining Reviews,Anna Nagar East,"Fast Food,  North Indian,  Chinese"
200,,Does not offer Dining,Purasavakkam,"Sandwich,  Fast Food,  Ice Cream"
300,,Does not offer Dining,Koyambedu,Bakery
400,,,Porur,"Andhra,  Hyderabadi,  Biryani"
400,,Not enough Dining Reviews,Kanchipuram District,"Bakery,  Fast Food,  Desserts,  Beverages"
200,,Does not offer Dining,Anna Nagar East,"Fast Food,  Desserts,  Beverages"
150,,Not enough Dining Reviews,Medavakkam,"Fast Food,  Beverages"
100,,Does not offer Dining,Poonamalle,Chettinad
400,,Not enough Dining Reviews,Avadi,"Biryani,  Fast Food,  Arabian"
200,,Does not offer Dining,Ekkaduthangal,"Juices,  Beverages,  Fast Food,  Street Food,  Desserts"
800,,Not enough Dining Reviews,Poonamalle,"North Indian,  Chinese,  Biryani,  Fast Food"
400,,Does not offer Dining,Anna Nagar East,"American,  Continental"
100,,Does not offer Dining,T. Nagar,North Indian
300,,,RA Puram,"Healthy Food,  Fast Food,  Street Food"
300,,Does not offer Dining,Porur,"Sandwich,  Fast Food,  Beverages"
150,,Does not offer Dining,Velachery,"North Indian,  South Indian"
200,,Does not offer Dining,Anna Nagar East,"Street Food,  Fast Food,  Beverages"
150,,Not enough Dining Reviews,Old Mahabalipuram Road (OMR),South Indian
200,,Not enough Dining Reviews,Taramani,South Indian
200,,Does not offer Dining,Royapettah,"Healthy Food,  Fast Food"
400,,,Thiruvallur,"South Indian,  Biryani,  Chinese"
250,,Does not offer Dining,Padur,"Chinese,  Biryani,  South Indian,  Chettinad"
200,,Not enough Dining Reviews,Tambaram,"South Indian,  Street Food,  Chinese"
300,,Does not offer Dining,Karapakkam,Biryani
350,,Does not offer Dining,Kolathur,"Arabian,  Rolls"
350,,Not enough Dining Reviews,Potheri,"Biryani,  Chinese"
100,,Not enough Dining Reviews,Selaiyur,South Indian
200,,Not enough Dining Reviews,Perambur,Ice Cream
600,,Not enough Dining Reviews,Kelambakkam,"Bakery,  Fast Food"
200,,Not enough Dining Reviews,Guindy,"Fast Food,  Street Food,  Beverages"
400,,Does not offer Dining,Avadi,Chinese
600,,Not enough Dining Reviews,Velachery,"Healthy Food,  Salad"
400,,Not enough Dining Reviews,Sholinganallur,Arabian
300,,Not enough Dining Reviews,Valasaravakkam,"Street Food,  Fast Food"
700,,Not enough Dining Reviews,GST Road,"North Indian,  South Indian,  Fast Food"
300,,Not enough Dining Reviews,Chengalpattu,Biryani
200,,Does not offer Dining,Taramani,Fast Food
200,,Does not offer Dining,Tambaram,"Beverages,  Desserts"
150,,Not enough Dining Reviews,Kelambakkam,"Mithai,  Bakery"
450,,Not enough Dining Reviews,Avadi,"North Indian,  Mughlai,  Chinese,  Fast Food"
100,,Not enough Dining Reviews,East Coast Road (ECR),"Beverages,  Juices"
300,,Does not offer Dining,Pallikaranai,"Biryani,  Chinese"
200,,,Ambattur,Fast Food
400,,Not enough Dining Reviews,Choolaimedu,South Indian
200,,Not enough Dining Reviews,GST Road,Biryani
400,,Does not offer Dining,Royapettah,Healthy Food
300,,Not enough Dining Reviews,Perambur,"South Indian,  Biryani,  Chinese"
250,,Not enough Dining Reviews,Teynampet,Biryani
150,,Not enough Dining Reviews,Velachery,"Tea,  Street Food,  Fast Food,  Beverages"
500,,Not enough Dining Reviews,Navallur,"South Indian,  North Indian,  Chinese"
300,,Not enough Dining Reviews,Royapettah,"Biryani,  Chinese,  Mughlai"
400,,Not enough Dining Reviews,Perungudi,"North Indian,  South Indian,  Mughlai"
350,,Does not offer Dining,Kilpauk,"North Indian,  South Indian,  Street Food,  Fast Food"
300,,Not enough Dining Reviews,Anna Nagar East,"Biryani,  South Indian"
350,,Not enough Dining Reviews,Ramapuram,Fast Food
300,,Not enough Dining Reviews,Ekkaduthangal,"Andhra,  North Indian"
350,,Not enough Dining Reviews,Anna Nagar West,"South Indian,  Chinese,  Chettinad"
300,,Not enough Dining Reviews,Vadapalani,"Biryani,  South Indian"
200,,Not enough Dining Reviews,Vandalur,"South Indian,  Chinese,  Biryani"
50,,Not enough Dining Reviews,Kandanchavadi,"Beverages,  Juices"
400,,Not enough Dining Reviews,Mogappair,"Fast Food,  Bakery,  Desserts,  Beverages"
250,,Not enough Dining Reviews,Tiruvottiyur,"Chinese,  North Indian,  BBQ"
200,,Not enough Dining Reviews,Ramapuram,South Indian
250,,Not enough Dining Reviews,Avadi,"Fast Food,  Beverages"
200,,Does not offer Dining,Taramani,South Indian
200,,Not enough Dining Reviews,Aminijikarai,Andhra
600,,,Nungambakkam,"Pizza,  Fast Food"
250,,Does not offer Dining,Kanchipuram District,"Sandwich,  Fast Food"
200,,Not enough Dining Reviews,Kolathur,"Ice Cream,  Beverages,  Desserts,  Fast Food"
250,,Not enough Dining Reviews,Adambakkam,"Mithai,  Street Food"
150,,Does not offer Dining,Egatoor,Sandwich
100,,Does not offer Dining,Purasavakkam,Street Food
250,,Does not offer Dining,Adyar,"North Indian,  Sandwich,  Fast Food"
500,,Does not offer Dining,Mylapore,"Burger,  Beverages"
600,,Not enough Dining Reviews,T. Nagar,"South Indian,  North Indian,  Chinese,  Fast Food"
200,,Not enough Dining Reviews,Anna Salai,"Chinese,  North Indian"
300,,Not enough Dining Reviews,Tambaram,"Pizza,  Fast Food"
150,,Not enough Dining Reviews,Red Hills,"Bakery,  Street Food,  Fast Food"
200,,Not enough Dining Reviews,Tiruvottiyur,"Beverages,  Fast Food"
400,,Does not offer Dining,Sowcarpet,Gujarati
500,,Not enough Dining Reviews,Madipakkam,"South Indian,  Chinese,  BBQ"
150,,Not enough Dining Reviews,Ramapuram,"Beverages,  Fast Food"
350,,Not enough Dining Reviews,Sholinganallur,"Biryani,  Mughlai,  Fast Food"
200,,,George Town,"Sandwich,  Beverages"
300,,Not enough Dining Reviews,Madhavaram,"North Indian,  Chinese,  Biryani"
350,,Not enough Dining Reviews,Arumbakkam,"South Indian,  North Indian,  Chinese"
300,,Does not offer Dining,Ramapuram,"North Indian,  Biryani,  South Indian,  Seafood,  Fast Food"
350,,Not enough Dining Reviews,Vandalur,"Sandwich,  Fast Food,  Street Food"
200,,Not enough Dining Reviews,Thuraipakkam,"Street Food,  Fast Food"
150,,Does not offer Dining,Anna Salai,"Mithai,  Ice Cream,  Fast Food"
150,,Not enough Dining Reviews,Saidapet,Bakery
300,,Not enough Dining Reviews,Adambakkam,"Beverages,  Fast Food"
400,,Not enough Dining Reviews,Ambattur,"South Indian,  Biryani,  Chinese,  BBQ,  North Indian"
350,,Does not offer Dining,T. Nagar,"Lebanese,  Fast Food,  Beverages"
300,,Not enough Dining Reviews,Velachery,Chinese
250,,Not enough Dining Reviews,Taramani,"Cafe,  South Indian,  North Indian"
150,,Not enough Dining Reviews,Nungambakkam,Fast Food
250,,Not enough Dining Reviews,George Town,South Indian
300,,Does not offer Dining,Medavakkam,Lebanese
200,,Not enough Dining Reviews,Chromepet,"Beverages,  Juices,  Desserts,  Fast Food,  Wraps,  Sandwich"
150,,Not enough Dining Reviews,Ramapuram,"Sandwich,  Fast Food"
200,,Not enough Dining Reviews,Kodambakkam,Andhra
400,,Not enough Dining Reviews,Velachery,"Mithai,  South Indian"
400,,Not enough Dining Reviews,Porur,"Fast Food,  Beverages"
300,,Not enough Dining Reviews,Egatoor,South Indian
200,,Not enough Dining Reviews,Pallavaram,Fast Food
250,,Does not offer Dining,Chromepet,"Sandwich,  Burger,  Italian"
200,,Not enough Dining Reviews,Tiruvottiyur,Chinese
300,,Does not offer Dining,Thuraipakkam,Lebanese
250,,Does not offer Dining,Taramani,"Beverages,  Fast Food,  Street Food"
250,,Not enough Dining Reviews,Porur,South Indian
350,,Not enough Dining Reviews,Arumbakkam,"Bakery,  Street Food,  Fast Food,  Desserts"
350,,Not enough Dining Reviews,Thousand Lights,"Chinese,  North Indian,  South Indian"
200,,Does not offer Dining,Anna Salai,Fast Food
400,,Not enough Dining Reviews,Ramapuram,"Arabian,  Chinese,  North Indian"
300,,Not enough Dining Reviews,Nungambakkam,"Cafe,  Beverages,  Desserts,  Healthy Food"
250,,Not enough Dining Reviews,Valasaravakkam,South Indian
150,,Not enough Dining Reviews,Perungudi,Fast Food
400,,Does not offer Dining,Potheri,"North Indian,  Fast Food,  Chinese"
150,,Not enough Dining Reviews,Velachery,"South Indian,  Chinese"
200,,Not enough Dining Reviews,Perungudi,"South Indian,  Chinese"
400,,Not enough Dining Reviews,Poonamalle,"North Indian,  South Indian,  Chinese"
250,,Not enough Dining Reviews,East Coast Road (ECR),"South Indian,  Chettinad,  Chinese"
300,,Not enough Dining Reviews,Tambaram,Biryani
200,,Not enough Dining Reviews,Washermenpet,South Indian
1700,,Not enough Dining Reviews,"Hotel Anitha Towers, Triplicane","Bar Food,  North Indian"
350,,Does not offer Dining,Tambaram,"Pizza,  Fast Food"
350,,Does not offer Dining,Chromepet,"Sandwich,  Fast Food,  Rolls,  Beverages"
300,,Not enough Dining Reviews,East Coast Road (ECR),"South Indian,  Chinese,  Beverages"
250,,Not enough Dining Reviews,Porur,Fast Food
300,,Not enough Dining Reviews,"Vestin Park Hotel, Egmore","Desserts,  Bakery"
200,,Not enough Dining Reviews,Washermenpet,South Indian
200,,Not enough Dining Reviews,Nandanam,South Indian
300,,Not enough Dining Reviews,Kanathur,"Chinese,  Biryani"
300,,Not enough Dining Reviews,Saligramam,"Biryani,  Chettinad,  South Indian"
500,,Does not offer Dining,Sholinganallur,"Biryani,  Chinese,  Hyderabadi"
300,,Not enough Dining Reviews,Potheri,"Beverages,  Fast Food"
700,,Not enough Dining Reviews,East Coast Road (ECR),"Chinese,  North Indian,  South Indian,  Fast Food"
150,,Not enough Dining Reviews,Madhavaram,"Mithai,  Bakery"
150,,Not enough Dining Reviews,K.K. Nagar,"South Indian,  Tea"
100,,Not enough Dining Reviews,Nanganallur,South Indian
400,,Does not offer Dining,Anna Nagar East,Seafood
200,,Does not offer Dining,Potheri,Maharashtrian
350,,Not enough Dining Reviews,Adambakkam,"South Indian,  Biryani,  Chinese"
250,,Does not offer Dining,Mandaveli,"Beverages,  Sandwich"
150,,Not enough Dining Reviews,Avadi,Sandwich
200,,Not enough Dining Reviews,Muttukadu,"Beverages,  Juices,  Fast Food"
450,,Not enough Dining Reviews,Royapettah,"North Indian,  Biryani,  Lebanese"
300,,Does not offer Dining,Pallikaranai,"Sandwich,  Fast Food"
500,,Does not offer Dining,Velachery,Chinese
300,,Not enough Dining Reviews,"Ascendas IT Park, Taramani",North Indian
150,,Not enough Dining Reviews,Tiruvottiyur,"Street Food,  Sandwich,  Beverages"
350,,Not enough Dining Reviews,Kolathur,"Biryani,  Fast Food,  Sandwich,  Beverages"
200,,Not enough Dining Reviews,Poonamalle,"Fast Food,  Street Food"
400,,Does not offer Dining,Sholinganallur,"Chinese,  Lebanese"
200,,Not enough Dining Reviews,Tambaram,Beverages
250,,Not enough Dining Reviews,Medavakkam,"Fast Food,  Beverages"
300,,Not enough Dining Reviews,Pallavaram,"North Indian,  South Indian"
