Price for 2,Dining Rating,Dining Rating Count,Location,Cuisine
200,,Does not offer Dining,Triplicane,"Street Food,  Mithai"
250,,Does not offer Dining,Velachery,South Indian
400,,Not enough Dining Reviews,Mylapore,"Street Food,  Fast Food,  Beverages"
300,,Not enough Dining Reviews,Velachery,"Fast Food,  Beverages"
350,,Not enough Dining Reviews,Chromepet,"Fast Food,  Beverages,  Desserts"
500,,Not enough Dining Reviews,George Town,"Lebanese,  Chinese,  Fast Food,  Beverages"
300,,Not enough Dining Reviews,Velachery,"Fast Food,  Street Food,  Beverages"
250,,Does not offer Dining,Tambaram,Fast Food
350,,Not enough Dining Reviews,Besant Nagar,"Sandwich,  Fast Food,  Wraps,  Beverages"
350,,Not enough Dining Reviews,Medavakkam,"Fast Food,  Momos,  Beverages"
300,,Not enough Dining Reviews,Palavakkam,South Indian
200,,Does not offer Dining,Navallur,"South Indian,  Chinese,  North Indian"
200,,Does not offer Dining,Anna Nagar West,"South Indian,  Chettinad,  Biryani"
900,2,4,T. Nagar,"Continental,  South Indian,  North Indian"
200,,Not enough Dining Reviews,Kanchipuram District,"Street Food,  Fast Food,  Chinese,  Beverages"
150,2,4,Tambaram,"Beverages,  Juices,  Desserts"
300,,Does not offer Dining,Chengalpattu,"BBQ,  Beverages"
300,,Not enough Dining Reviews,Red Hills,"Desserts,  Ice Cream,  Beverages"
600,,Not enough Dining Reviews,Chromepet,"Chinese,  North Indian,  BBQ"
200,,Does not offer Dining,Saligramam,"Beverages,  Juices,  Ice Cream,  Sandwich"
400,,Not enough Dining Reviews,K.K. Nagar,"Chinese,  North Indian,  South Indian,  Chettinad"
250,,Not enough Dining Reviews,Kodambakkam,"Mughlai,  Lebanese,  Chinese,  North Indian"
600,,Does not offer Dining,Velachery,"Arabian,  Mughlai,  Lebanese,  Biryani"
600,,Not enough Dining Reviews,Semmancheri,"North Indian,  South Indian,  Arabian"
500,,Does not offer Dining,Thuraipakkam,Thai
300,,Not enough Dining Reviews,Madipakkam,"Pizza,  Fast Food,  Beverages"
200,,Does not offer Dining,Anna Nagar East,Juices
500,,Does not offer Dining,Nungambakkam,"Ice Cream,  Desserts"
100,,Not enough Dining Reviews,"OMR Food Street, Guduvancheri","Coffee,  Tea,  Beverages"
400,,Does not offer Dining,Tambaram,Kerala
150,,Not enough Dining Reviews,Guindy,South Indian
350,,Not enough Dining Reviews,Poonamalle,"Fast Food,  Juices,  Beverages,  Ice Cream"
100,,Not enough Dining Reviews,St. Thomas Mount,South Indian
300,,Not enough Dining Reviews,Kolathur,Fast Food
300,,Not enough Dining Reviews,Medavakkam,"South Indian,  Chinese,  Kerala"
200,,Not enough Dining Reviews,Nungambakkam,Andhra
1700,2,4,"Hotel Anitha Towers, Triplicane","North Indian,  Chinese,  South Indian,  Chettinad"
150,2,4,Thousand Lights,Andhra
350,,Not enough Dining Reviews,Porur,Pizza
250,2,4,Besant Nagar,"Chinese,  North Indian"
200,2,4,Pallikaranai,"South Indian,  Chinese,  Kebab"
200,,Not enough Dining Reviews,Mandaveli,"Biryani,  Chinese"
500,,Not enough Dining Reviews,Perungudi,"Biryani,  North Indian,  Chinese,  Mughlai"
350,,Not enough Dining Reviews,Madhavaram,"Biryani,  North Indian"
250,,Does not offer Dining,Adambakkam,BBQ
300,,Not enough Dining Reviews,Chromepet,"Fast Food,  Beverages"
400,2,4,Vadapalani,"North Indian,  Chinese"
400,,Does not offer Dining,Ashok Nagar,"Burger,  Fast Food"
400,,Not enough Dining Reviews,Porur,Cafe
200,2,4,Maduravoyal,"Biryani,  Chinese"
350,2,4,Kolathur,"Biryani,  South Indian"
300,,Not enough Dining Reviews,Egatoor,"Chettinad,  Chinese,  Continental"
400,,Not enough Dining Reviews,Porur,Fast Food
450,2,4,Adyar,"Fast Food,  Burger,  Beverages"
200,,Not enough Dining Reviews,Valasaravakkam,South Indian
100,,Not enough Dining Reviews,Alwarpet,"Tea,  Coffee,  Fast Food"
250,,Not enough Dining Reviews,Vadapalani,"Cafe,  Fast Food,  Beverages"
150,2,4,Ambattur,Juices
100,,Does not offer Dining,Nungambakkam,"Paan,  Beverages"
350,,Does not offer Dining,Ramapuram,Biryani
300,,Not enough Dining Reviews,Adyar,Cafe
400,,Not enough Dining Reviews,Adyar,"North Indian,  Chinese,  Chettinad,  Biryani"
150,2,4,"Ascendas IT Park, Taramani","Fast Food,  Tea,  Healthy Food"
250,,Not enough Dining Reviews,T. Nagar,Andhra
150,,Not enough Dining Reviews,Chengalpattu,"Mithai,  Street Food"
250,,Not enough Dining Reviews,Vettuvankeni,"South Indian,  Chinese"
200,,Not enough Dining Reviews,Virugambakkam,"Bakery,  Desserts"
250,2,4,Park Town,"South Indian,  Andhra"
500,,Not enough Dining Reviews,Thiruvanmiyur,"Fast Food,  Beverages"
300,,Does not offer Dining,Chengalpattu,"South Indian,  Chinese"
300,,Does not offer Dining,Nungambakkam,Bakery
300,,Not enough Dining Reviews,Pallikaranai,"Chettinad,  Continental,  Chinese"
100,,Not enough Dining Reviews,Palavakkam,"Ice Cream,  Juices"
200,2,4,Kolathur,"Beverages,  Juices"
300,,Does not offer Dining,Vandalur,Chinese
300,,Does not offer Dining,Perungudi,"North Indian,  Chinese"
1500,2,4,"Chariot Beach Resort, East Coast Road (ECR)",Finger Food
100,2,4,Adambakkam,"Juices,  Beverages"
200,,Not enough Dining Reviews,Ashok Nagar,"South Indian,  Chinese,  North Indian"
500,,Not enough Dining Reviews,Nanganallur,"Burger,  Sandwich,  Fast Food,  Beverages"
500,,Not enough Dining Reviews,Kolathur,"Chettinad,  North Indian,  Chinese"
250,2,4,Sholinganallur,Bakery
350,,Not enough Dining Reviews,Navallur,"Biryani,  Chinese"
200,2,4,Triplicane,South Indian
150,,Does not offer Dining,Avadi,Italian
200,,Not enough Dining Reviews,Sowcarpet,North Indian
200,,Not enough Dining Reviews,Kolathur,"Street Food,  Mithai,  Beverages"
300,,Not enough Dining Reviews,Palavakkam,Desserts
250,,Not enough Dining Reviews,Perambur,"Chinese,  North Indian"
200,,Not enough Dining Reviews,Tambaram,"Fast Food,  Beverages"
500,,Does not offer Dining,Anna Nagar East,"Biryani,  North Indian,  Lebanese"
150,,Not enough Dining Reviews,Guindy,"Beverages,  Burger,  Sandwich,  Pizza"
600,2,4,Porur,"Chinese,  North Indian,  South Indian"
200,,Does not offer Dining,Chengalpattu,"Chinese,  Burger,  Fast Food"
400,,Does not offer Dining,Thuraipakkam,"South Indian,  Chinese,  Biryani"
200,2,4,Vandalur,"Beverages,  Fast Food"
300,,Not enough Dining Reviews,Madipakkam,Bakery
300,,Does not offer Dining,Saidapet,South Indian
250,2,4,Porur,South Indian
250,,Does not offer Dining,Maduravoyal,"Sandwich,  Juices"
350,2,4,Adyar,"Fast Food,  Juices,  Beverages"
400,2,4,Chengalpattu,"Pizza,  Italian"
700,,Not enough Dining Reviews,Adyar,"North Indian,  Mughlai"
200,,Not enough Dining Reviews,Red Hills,"Biryani,  Chinese"
100,,Does not offer Dining,Alandur,Fast Food
500,,Not enough Dining Reviews,Adyar,Bakery
200,,Not enough Dining Reviews,Kodambakkam,"Fast Food,  Sandwich,  Rolls"
300,,Not enough Dining Reviews,Nungambakkam,"Fast Food,  Sandwich,  Street Food,  Beverages"
200,,Does not offer Dining,Ambattur,Beverages
300,,Not enough Dining Reviews,Ramapuram,South Indian
150,,Does not offer Dining,Ashok Nagar,"Fast Food,  Beverages"
200,,Not enough Dining Reviews,Nungambakkam,"Healthy Food,  Beverages,  Juices"
200,,Does not offer Dining,Valasaravakkam,"Fast Food,  South Indian,  North Indian,  Chinese"
250,,Does not offer Dining,Saligramam,South Indian
250,2,4,Park Town,Biryani
300,,Does not offer Dining,Tambaram,"Fast Food,  Beverages,  Desserts"
200,,Not enough Dining Reviews,Kodambakkam,"South Indian,  Biryani,  Beverages"
400,,Does not offer Dining,Sholinganallur,"Biryani,  South Indian"
350,,Not enough Dining Reviews,Kolathur,"Chinese,  South Indian"
250,,Not enough Dining Reviews,Perambur,"Fast Food,  Beverages"
350,,Does not offer Dining,Kotturpuram,"South Indian,  Burger,  Sandwich,  Fast Food,  Beverages"
200,,Not enough Dining Reviews,Vadapalani,South Indian
650,,Not enough Dining Reviews,"Hotel Victoria, Egmore","North Indian,  Chinese,  Continental"
150,,Not enough Dining Reviews,Washermenpet,South Indian
400,,Does not offer Dining,Maduravoyal,"Fast Food,  Chettinad"
600,,Does not offer Dining,Sholinganallur,Mughlai
300,,Does not offer Dining,Sholinganallur,"North Indian,  South Indian"
500,,Not enough Dining Reviews,Kilpauk,"Cafe,  Fast Food"
300,,Not enough Dining Reviews,Kolathur,Biryani
200,,Does not offer Dining,Palavakkam,South Indian
150,,Does not offer Dining,Nanganallur,"Sandwich,  Fast Food,  Beverages,  Street Food"
200,,Does not offer Dining,Egmore,"South Indian,  Chinese"
250,,Not enough Dining Reviews,Besant Nagar,South Indian
150,2,4,Anna Nagar East,Burmese
400,,Not enough Dining Reviews,Perungudi,"Chinese,  Kebab,  Kerala"
300,,,Pallikaranai,North Indian
250,2,4,Royapettah,"Fast Food,  Beverages"
200,2,4,Kanchipuram District,"South Indian,  Chinese"
150,,Not enough Dining Reviews,Velachery,"South Indian,  Chinese"
400,,Not enough Dining Reviews,Alwarpet,Desserts
250,2,4,Saidapet,"Chettinad,  Chinese"
400,,Not enough Dining Reviews,Ambattur,"Biryani,  North Indian,  Chinese"
250,,Does not offer Dining,Kelambakkam,South Indian
200,,Not enough Dining Reviews,Aminijikarai,"Coffee,  Beverages,  Fast Food"
200,,Does not offer Dining,Anna Salai,Mithai
300,,Does not offer Dining,Sholinganallur,Chinese
300,,Not enough Dining Reviews,Kolathur,Bakery
500,2,4,Teynampet,North Indian
200,,Does not offer Dining,Avadi,"South Indian,  Chinese,  North Indian"
200,,Does not offer Dining,Porur,"Sandwich,  Beverages"
100,,Does not offer Dining,Valasaravakkam,"Beverages,  Juices"
100,,Does not offer Dining,Anna Nagar East,Street Food
300,,Not enough Dining Reviews,Alwarpet,"Fast Food,  Beverages"
300,,Not enough Dining Reviews,Selaiyur,"South Indian,  Chinese"
300,,Does not offer Dining,T. Nagar,"South Indian,  North Indian,  Chinese,  Fast Food,  Biryani"
250,,Not enough Dining Reviews,Perambur,"Beverages,  Fast Food"
300,,Does not offer Dining,Virugambakkam,"South Indian,  North Indian,  Chinese"
250,,Not enough Dining Reviews,K.K. Nagar,"Beverages,  Fast Food,  North Indian,  South Indian,  Rolls"
250,,Does not offer Dining,Royapettah,"Beverages,  Fast Food"
250,,Not enough Dining Reviews,St. Thomas Mount,Biryani
300,,Not enough Dining Reviews,Potheri,"South Indian,  North Indian,  Chinese"
500,,Not enough Dining Reviews,Perambur,"North Indian,  Chinese"
100,,Not enough Dining Reviews,Valasaravakkam,"South Indian,  Chinese"
300,,Not enough Dining Reviews,Kolathur,"Sandwich,  Fast Food"
150,,Not enough Dining Reviews,Vadapalani,"Beverages,  Fast Food"
900,2,4,Besant Nagar,"Bakery,  Desserts"
200,,Does not offer Dining,Kilpauk,Desserts
350,,Does not offer Dining,Teynampet,"Juices,  Fast Food"
250,2,4,Anna Nagar West,South Indian
300,,Does not offer Dining,GST Road,"Bakery,  Desserts,  Fast Food"
300,,Does not offer Dining,Thiruvanmiyur,Desserts
200,2,4,Teynampet,"Sandwich,  Beverages,  South Indian,  Fast Food"
250,,Does not offer Dining,Perungudi,"Chinese,  North Indian"
100,,Does not offer Dining,T. Nagar,Street Food
150,,Not enough Dining Reviews,Egmore,South Indian
250,,Not enough Dining Reviews,Porur,"Fast Food,  Desserts"
200,,Does not offer Dining,Madhavaram,South Indian
250,,Not enough Dining Reviews,Gopalapuram,"Fast Food,  Street Food"
200,,Not enough Dining Reviews,Ambattur,"Salad,  Momos,  Fast Food"
300,,Does not offer Dining,Karapakkam,Fast Food
200,,Not enough Dining Reviews,Vepery,"Street Food,  Sandwich"
150,,Not enough Dining Reviews,Velachery,South Indian
200,,Not enough Dining Reviews,Ambattur,"Street Food,  Fast Food,  Beverages"
200,,Not enough Dining Reviews,Porur,"South Indian,  North Indian"
200,,Not enough Dining Reviews,Madipakkam,South Indian
200,,Not enough Dining Reviews,Karapakkam,South Indian
300,,Not enough Dining Reviews,Perungudi,"Fast Food,  Rolls,  Mexican,  Sandwich,  Ice Cream,  Beverages"
400,,Not enough Dining Reviews,Kolathur,"Chinese,  Chettinad,  Arabian,  South Indian,  North Indian"
300,,Does not offer Dining,Navallur,"Mexican,  Italian"
150,,Not enough Dining Reviews,Nungambakkam,"Beverages,  Fast Food"
400,,Does not offer Dining,Anna Nagar West,"North Indian,  Rolls"
300,,Does not offer Dining,Madipakkam,Biryani
350,,Not enough Dining Reviews,Maduravoyal,"North Indian,  Chinese,  Biryani,  Chettinad,  South Indian"
150,,Not enough Dining Reviews,Medavakkam,"Beverages,  Juices"
200,,Not enough Dining Reviews,Velachery,"Desserts,  Fast Food"
450,,Not enough Dining Reviews,Velachery,"Desserts,  Fast Food,  Beverages"
450,,Not enough Dining Reviews,Navallur,"North Indian,  Chinese"
300,,Not enough Dining Reviews,Ramapuram,"North Indian,  Ice Cream,  Desserts,  Beverages"
300,,Not enough Dining Reviews,Kanchipuram District,"Biryani,  Chinese"
150,,Not enough Dining Reviews,Kanchipuram District,Beverages
400,,Not enough Dining Reviews,Ambattur,"Chettinad,  South Indian,  Continental"
400,,Not enough Dining Reviews,Nanganallur,North Indian
300,,Not enough Dining Reviews,Selaiyur,"Bakery,  Desserts"
200,,Not enough Dining Reviews,Old Mahabalipuram Road (OMR),"North Indian,  Chinese"
200,,Not enough Dining Reviews,Thuraipakkam,"Chettinad,  Biryani,  North Indian,  South Indian"
150,,Not enough Dining Reviews,Red Hills,"Beverages,  Fast Food,  Street Food"
400,,Not enough Dining Reviews,Velachery,"American,  Salad"
500,,Does not offer Dining,Madipakkam,"Bakery,  Desserts"
500,,Not enough Dining Reviews,Chengalpattu,"North Indian,  Chinese,  Mughlai"
200,,Does not offer Dining,T. Nagar,South Indian
350,,Not enough Dining Reviews,Kelambakkam,"Fast Food,  Burger,  Sandwich,  Beverages"
250,,Does not offer Dining,Tambaram,Biryani
200,,Not enough Dining Reviews,Besant Nagar,Biryani
200,,Not enough Dining Reviews,Porur,"Ice Cream,  Beverages,  Fast Food"
250,,Not enough Dining Reviews,Anna Nagar East,"Bakery,  Ice Cream,  Burger,  Fast Food"
400,,Not enough Dining Reviews,Perambur,"South Indian,  Chinese,  Fast Food,  North Indian,  Ice Cream,  Juices,  Beverages"
200,,Not enough Dining Reviews,Velachery,Bakery
300,,Not enough Dining Reviews,Anna Nagar West,"Lebanese,  Bakery"
250,,Does not offer Dining,Avadi,Bakery
300,,Not enough Dining Reviews,Arumbakkam,"South Indian,  Chinese"
500,,Does not offer Dining,Velachery,"Chinese,  North Indian,  Biryani"
400,,Not enough Dining Reviews,Kilpauk,"Desserts,  Bakery"
200,,Does not offer Dining,Thuraipakkam,"Fast Food,  Juices"
350,,Not enough Dining Reviews,Triplicane,"South Indian,  Street Food"
200,,Not enough Dining Reviews,Purasavakkam,"Street Food,  Sandwich"
400,,Does not offer Dining,Ambattur,South Indian
200,,Not enough Dining Reviews,Ambattur,"South Indian,  Chinese,  Chettinad"
300,,Not enough Dining Reviews,Maduravoyal,"South Indian,  Chinese"
100,,Not enough Dining Reviews,Porur,"Fast Food,  South Indian"
1000,,Not enough Dining Reviews,"Four Points by Sheraton, East Coast Road (ECR)",Finger Food
300,,Not enough Dining Reviews,Madhavaram,"Lebanese,  BBQ"
100,,Not enough Dining Reviews,Porur,South Indian
400,,Not enough Dining Reviews,Selaiyur,North Indian
350,,Not enough Dining Reviews,Pallikaranai,"Burger,  Sandwich,  Fast Food,  Beverages"
250,,Not enough Dining Reviews,Mandaveli,"Biryani,  Chinese"
300,,Does not offer Dining,T. Nagar,Biryani
300,,Does not offer Dining,Madipakkam,Biryani
350,,Not enough Dining Reviews,Thousand Lights,Arabian
400,,Not enough Dining Reviews,Anna Nagar East,"Chettinad,  South Indian"
800,,Not enough Dining Reviews,Perungudi,Pizza
100,,Not enough Dining Reviews,St. Thomas Mount,South Indian
350,,Not enough Dining Reviews,Egatoor,"Arabian,  Rolls,  Fast Food"
500,,Does not offer Dining,Perungudi,"Biryani,  Chinese,  Andhra"
150,,Not enough Dining Reviews,Thiruvanmiyur,South Indian
250,,Not enough Dining Reviews,Vadapalani,"Beverages,  Juices,  Ice Cream"
650,,Not enough Dining Reviews,Anna Nagar West,"Biryani,  Chinese,  Chettinad,  Seafood,  Kebab,  North Indian,  Arabian"
200,,Does not offer Dining,Adyar,South Indian
100,,Not enough Dining Reviews,Chromepet,"Street Food,  Fast Food"
350,,Not enough Dining Reviews,Anna Nagar East,"Sandwich,  Street Food,  Ice Cream,  Beverages"
300,,Not enough Dining Reviews,GST Road,"Chinese,  South Indian"
300,,Not enough Dining Reviews,Avadi,"Fast Food,  Chinese"
200,,Does not offer Dining,Mylapore,Chinese
350,,Not enough Dining Reviews,Medavakkam,"South Indian,  Chinese,  North Indian"
500,,Does not offer Dining,Kilpauk,Bakery
300,,Not enough Dining Reviews,Adambakkam,"Biryani,  Chinese"
400,,Not enough Dining Reviews,Perambur,"South Indian,  Chinese,  North Indian,  Biryani,  Arabian"
600,,Not enough Dining Reviews,Triplicane,"North Indian,  Chinese,  Biryani"
300,,Does not offer Dining,Mylapore,"South Indian,  Chinese"
350,,Not enough Dining Reviews,"Hotel Joyland, Chengalpattu",North Indian
500,,Not enough Dining Reviews,Kolathur,"Chinese,  South Indian,  Chettinad,  Biryani,  Beverages"
300,,Not enough Dining Reviews,Alandur,"South Indian,  North Indian,  Chettinad"
200,,Not enough Dining Reviews,Adambakkam,"Bakery,  Mithai"
200,,Not enough Dining Reviews,Mogappair,Bakery
250,,Not enough Dining Reviews,Kolathur,"Tea,  Beverages,  Fast Food"
250,,Not enough Dining Reviews,Thuraipakkam,"Biryani,  Kebab"
250,,Not enough Dining Reviews,GST Road,"Beverages,  Bubble Tea"
400,,Not enough Dining Reviews,Kelambakkam,"Chinese,  North Indian,  South Indian"
150,,Not enough Dining Reviews,Choolaimedu,"South Indian,  Fast Food"
150,,Not enough Dining Reviews,Velachery,"Mithai,  Desserts"
300,,Not enough Dining Reviews,Avadi,"North Indian,  Chinese"
300,,Not enough Dining Reviews,Valasaravakkam,South Indian
300,,Not enough Dining Reviews,Chromepet,Biryani
550,,Does not offer Dining,Chromepet,"South Indian,  Biryani,  Chinese,  Tamil"
350,,Does not offer Dining,Shenoy Nagar,"Biryani,  Chinese,  North Indian"
400,,Not enough Dining Reviews,Tiruvottiyur,"North Indian,  Seafood,  Chinese,  Beverages"
200,,Does not offer Dining,Ramapuram,Fast Food
200,,Not enough Dining Reviews,Washermenpet,"South Indian,  Tamil"
300,,Does not offer Dining,Saligramam,"South Indian,  Beverages"
400,,Does not offer Dining,Chetpet,"North Indian,  Chinese,  Seafood"
200,,Does not offer Dining,Perambur,"Street Food,  Fast Food"
250,,Not enough Dining Reviews,Thuraipakkam,South Indian
400,,Does not offer Dining,Anna Nagar West,"South Indian,  Biryani,  Chinese,  Tamil"
350,,Not enough Dining Reviews,Perungudi,"South Indian,  North Indian,  Seafood,  Chinese"
300,,Does not offer Dining,Karapakkam,"Chinese,  Biryani"
200,,Not enough Dining Reviews,Potheri,"Kerala,  Biryani"
300,,Not enough Dining Reviews,Teynampet,"Sandwich,  Burger,  North Indian"
200,,Not enough Dining Reviews,Poonamalle,"Biryani,  Fast Food,  North Indian"
350,,Not enough Dining Reviews,"Chennai Citi Centre, Mylapore","Fast Food,  Beverages"
300,,Not enough Dining Reviews,West Mambalam,"Fast Food,  Beverages,  South Indian,  Street Food,  Chinese"
150,,Does not offer Dining,Koyambedu,Rolls
100,,Not enough Dining Reviews,Maduravoyal,"Juices,  Beverages"
300,,Not enough Dining Reviews,Chromepet,"Chinese,  South Indian,  Biryani"
250,,Not enough Dining Reviews,Poonamalle,South Indian
500,,Not enough Dining Reviews,Porur,"Cafe,  Chinese,  Burger,  Wraps,  Fast Food,  Sandwich,  Beverages"
200,,Not enough Dining Reviews,Thuraipakkam,"Momos,  Chinese"
600,,Not enough Dining Reviews,Kelambakkam,"Biryani,  Chinese,  Fast Food"
200,,Not enough Dining Reviews,Aminijikarai,"Chinese,  South Indian"
100,,Does not offer Dining,Ambattur,Street Food
350,,Not enough Dining Reviews,Kanchipuram District,"North Indian,  South Indian,  Chinese,  Biryani"
200,,Not enough Dining Reviews,Madipakkam,South Indian
500,,Does not offer Dining,Madipakkam,Fast Food
300,,Not enough Dining Reviews,Tambaram,"Fast Food,  Beverages"
150,,Does not offer Dining,Anna Nagar West,"Beverages,  Salad"
200,,Does not offer Dining,Valasaravakkam,"Fast Food,  Beverages"
300,,Not enough Dining Reviews,Perambur,"Beverages,  Fast Food"
250,,Does not offer Dining,Aminijikarai,South Indian
400,,Does not offer Dining,Teynampet,"Pizza,  Fast Food"
550,,Not enough Dining Reviews,Thiruvallur,"South Indian,  Chinese,  Arabian,  Continental,  Italian"
200,,Not enough Dining Reviews,Perambur,South Indian
500,,Does not offer Dining,Valasaravakkam,"Biryani,  South Indian,  Chinese,  Beverages"
200,,Not enough Dining Reviews,Chengalpattu,Biryani
300,,Not enough Dining Reviews,West Mambalam,"South Indian,  North Indian,  Chinese"
400,,Does not offer Dining,Perungudi,"North Indian,  Chinese"
150,,Not enough Dining Reviews,Velachery,South Indian
300,,Not enough Dining Reviews,Ambattur,South Indian
200,,Does not offer Dining,Porur,"Sandwich,  Pizza,  Beverages,  Fast Food"
200,,Not enough Dining Reviews,T. Nagar,South Indian
300,,Does not offer Dining,Madipakkam,Beverages
500,,Not enough Dining Reviews,"Mahindra World City, Chengalpattu","North Indian,  Chinese,  Kebab,  BBQ,  Seafood"
250,,Does not offer Dining,Mylapore,"Sandwich,  Beverages"
200,,Not enough Dining Reviews,Tiruvottiyur,South Indian
200,,Does not offer Dining,Valasaravakkam,South Indian
400,,Not enough Dining Reviews,Alandur,South Indian
200,,Not enough Dining Reviews,T. Nagar,"Sandwich,  Fast Food"
200,,Does not offer Dining,Nanganallur,"Sandwich,  Burger,  Fast Food"
300,,Not enough Dining Reviews,Ambattur,South Indian
550,,Does not offer Dining,Mylapore,"American,  Fast Food"
250,,Does not offer Dining,Mylapore,"Pizza,  Beverages"
200,,Not enough Dining Reviews,Kolathur,"North Indian,  South Indian"
150,,Not enough Dining Reviews,Anna Nagar East,"Tea,  Bubble Tea,  Street Food"
200,,Not enough Dining Reviews,Adyar,South Indian
300,,Not enough Dining Reviews,Sholinganallur,Cafe
200,,Not enough Dining Reviews,RA Puram,"Sandwich,  Street Food"
150,,Not enough Dining Reviews,Porur,Fast Food
250,,Not enough Dining Reviews,Vandalur,South Indian
200,,Not enough Dining Reviews,Mahabalipuram,"Fast Food,  Momos"
400,,Not enough Dining Reviews,Pallavaram,Burmese
400,,Does not offer Dining,Palavakkam,"Biryani,  Chinese,  North Indian"
400,,Not enough Dining Reviews,Padur,"Fast Food,  Beverages"
150,,Not enough Dining Reviews,Pallavaram,Beverages
350,,Not enough Dining Reviews,Choolaimedu,"Bakery,  Sandwich,  Street Food,  Fast Food,  Beverages"
150,,Does not offer Dining,Anna Nagar East,Street Food
200,,Not enough Dining Reviews,Madipakkam,"Bakery,  Sandwich,  Juices"
400,,Not enough Dining Reviews,Koyambedu,"North Indian,  Chettinad,  Chinese"
250,,Not enough Dining Reviews,Chengalpattu,"North Indian,  Chinese,  Beverages"
200,,Does not offer Dining,T. Nagar,"Bakery,  Fast Food,  Desserts"
200,,Not enough Dining Reviews,Porur,"South Indian,  Fast Food"
200,,Not enough Dining Reviews,Taramani,"Beverages,  Fast Food"
200,,Not enough Dining Reviews,Padur,"Fast Food,  Tea"
250,,Does not offer Dining,GST Road,Desserts
200,,Does not offer Dining,Royapettah,"South Indian,  Chinese,  North Indian"
200,,Not enough Dining Reviews,George Town,"North Indian,  Arabian"
200,,Not enough Dining Reviews,Pallavaram,"South Indian,  Chettinad"
150,,Not enough Dining Reviews,Pallavaram,"South Indian,  Beverages"
500,,Not enough Dining Reviews,Triplicane,North Indian
300,,Does not offer Dining,T. Nagar,Burger
300,,Does not offer Dining,Egatoor,"South Indian,  North Indian,  Chinese"
150,,Not enough Dining Reviews,Kanchipuram District,Beverages
300,,Not enough Dining Reviews,Sholinganallur,"North Indian,  Chinese,  South Indian,  Beverages"
150,,Not enough Dining Reviews,Parrys,Biryani
200,,Not enough Dining Reviews,Avadi,South Indian
300,,Not enough Dining Reviews,Aminijikarai,"South Indian,  Street Food,  Chinese"
350,,Not enough Dining Reviews,Triplicane,"Biryani,  Mughlai"
200,,Not enough Dining Reviews,Kanchipuram District,Bakery
300,,Not enough Dining Reviews,Kolathur,"Bakery,  Desserts"
350,,Not enough Dining Reviews,Besant Nagar,Chinese
350,,Not enough Dining Reviews,Mandaveli,"North Indian,  Chinese,  Biryani,  Fast Food"
200,,Does not offer Dining,Taramani,Beverages
200,,Not enough Dining Reviews,Maduravoyal,South Indian
100,,Does not offer Dining,Kolathur,South Indian
150,,Not enough Dining Reviews,Velachery,"Fast Food,  Beverages"
300,,Not enough Dining Reviews,Besant Nagar,"South Indian,  North Indian"
350,,Not enough Dining Reviews,Koyambedu,"South Indian,  Street Food,  Chinese,  Beverages"
500,,Not enough Dining Reviews,Purasavakkam,"North Indian,  Chinese"
200,,Not enough Dining Reviews,Perambur,"Fast Food,  Street Food,  Desserts,  Beverages"
200,,Not enough Dining Reviews,Nungambakkam,Sandwich
100,,Not enough Dining Reviews,Adambakkam,"Desserts,  Ice Cream"
200,,Not enough Dining Reviews,Maduravoyal,"Fast Food,  Sandwich,  Juices"
300,,Does not offer Dining,Pallavaram,"Chinese,  Roast Chicken"
400,,Does not offer Dining,Mogappair,South Indian
250,,Not enough Dining Reviews,Kilpauk,"South Indian,  Chinese"
250,,Not enough Dining Reviews,Velachery,"Cafe,  Beverages"
200,,Not enough Dining Reviews,Thousand Lights,"Chinese,  Fast Food,  North Indian"
350,,Not enough Dining Reviews,Thiruvallur,"Juices,  Fast Food"
500,,Not enough Dining Reviews,T. Nagar,"Chinese,  Biryani,  Fast Food"
300,,Not enough Dining Reviews,Perambur,"Burger,  Sandwich,  Fast Food"
250,,Not enough Dining Reviews,K.K. Nagar,"Fast Food,  Beverages"
300,,Not enough Dining Reviews,Chengalpattu,Beverages
400,,Does not offer Dining,Selaiyur,"Fast Food,  Beverages"
250,,Not enough Dining Reviews,Alandur,"South Indian,  Fast Food"
150,,Not enough Dining Reviews,Ambattur,South Indian
400,,Does not offer Dining,Kodambakkam,Bakery
750,,Not enough Dining Reviews,"Hotel Sathyam Grand Resort, Kanchipuram District","South Indian,  Biryani"
200,,Not enough Dining Reviews,Virugambakkam,South Indian
200,,Not enough Dining Reviews,Medavakkam,"Fast Food,  Beverages"
350,,Not enough Dining Reviews,Kanchipuram District,"Hyderabadi,  Chinese,  Biryani"
350,,Not enough Dining Reviews,Padur,"Chinese,  South Indian"
150,,Does not offer Dining,Taramani,South Indian
300,,Not enough Dining Reviews,Neelangarai,Biryani
100,,Does not offer Dining,Sholinganallur,South Indian
300,,Not enough Dining Reviews,Alandur,"Chinese,  BBQ"
450,,Does not offer Dining,Thuraipakkam,"South Indian,  Chinese"
300,,Not enough Dining Reviews,Royapuram,South Indian
300,,Does not offer Dining,GST Road,Biryani
300,,Not enough Dining Reviews,Sholinganallur,"Biryani,  Fast Food"
150,,Not enough Dining Reviews,Medavakkam,"South Indian,  Chinese"
200,,Not enough Dining Reviews,T. Nagar,North Indian
150,,Not enough Dining Reviews,Chengalpattu,"Mithai,  Street Food"
